idx,hypothesis,declarative,label,ref_id,url,ref_txt,doi,title,abstract_collected,file
55,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId185,https://doi.org/10.1016/S2352-4642(21)00200-5,"Khan, Lee, Rosenbaum, Khan, & Tremblay, (2021).",https://doi.org/10.1016/S2352-4642(21)00200-5,,"Background Mental wellbeing in adolescents has declined considerably during past decades, making the identification of modifiable risk factors important. Prolonged screen time and insufficient physical activity appear to operate independently and synergistically to increase the risk of poor mental wellbeing in school-aged children. We aimed to examine the gender-stratified dose-dependent and joint associations of screen time and physical activity with mental wellbeing in adolescents. Methods We used data from three rounds of Health Behaviour in School-aged Children cross-sectional surveys (2006, 2010, and 2014) from 42 European and North American countries. Survey participants, aged 11 years, 13 years, and 15 years, provided self-reported information by completing an anonymous questionnaire that included items on health indicators and related behaviours. We used the self-reported variables of life satisfaction and psychosomatic complaints as indicators of adolescents' mental wellbeing, combining these with the self-reported discretionary use of screens and engagement in physical activity. We used generalised additive models and multilevel regression modelling to examine the gender-stratified relationships between mental wellbeing and screen time and physical activity. Findings Our sample included 577 475 adolescents (mean age 13·60 years, SD 1·64), with 296 542 (51·35%) girls and 280 933 (48·64%) boys. The mean reported life satisfaction score (on a scale of 010) was 7·70 (95% CI 7·697·71) in boys and 7·48 (7·467·50) in girls. Psychosomatic complaints were more common among girls (mean 9·26, 95% CI 9·239·28) than boys (6·89, 6·876·91). Generalised additive model analyses showed slightly non-linear associations of screen time and physical activity with life satisfaction and psychosomatic complaints for girls and boys. Detrimental associations between screen time and mental wellbeing started when screen time exceeded 1 h per day, whereas increases in physical activity levels were beneficially and monotonically associated with wellbeing. Multilevel modelling showed that screen time levels were negatively associated with life satisfaction and positively associated with psychosomatic complaints in a dose-dependent manner. Physical activity levels were positively associated with life satisfaction and negatively associated with psychosomatic complaints in a dose-dependent manner. Joint associations of screen timephysical activity with mental wellbeing showed that, compared with the least active participants with more than 8 h per day of screen time and no physical activity, most of the other screen timephysical activity groups had considerably higher life satisfaction and lower psychosomatic complaints. Interpretation Higher levels of screen time and lower levels of physical activity were associated with lower life satisfaction and higher psychosomatic complaints among adolescents from high-income countries. Public health strategies to promote adolescents' mental wellbeing should aim to decrease screen time and increase physical activity simultaneously.",Social Media and Mental Health
48,DO SMARTPHONES POSITIVELY IMPACT COGNITIVE PERFORMANCE AND DEVELOPMENT?,SMARTPHONES POSITIVELY IMPACT COGNITIVE PERFORMANCE AND DEVELOPMENT,ENTAIL,rId104,https://doi.org/10.2196/mhealth.3120,"Rung, Warnke, & Mattheos (2014).",https://doi.org/10.2196/mhealth.3120,Investigating the Use of Smartphones for Learning Purposes by Australian Dental Students,"Background: Mobile Internet devices and smartphones have at present a significant potential as learning tools and the development of educational interventions based on smartphones have attracted increasing attention. Objective: The objective of this study was to obtain a deeper insight in the nature of students� use of smartphones, as well as their attitudes towards educational use of mobile devices in order to design successful teaching interventions. Method: A questionnaire was designed, aiming to investigate the actual daily habitual use, as well as the attitudes of dental students towards smartphones for their university education purposes. The survey was used to collect data from 232 dental students. Results: Of the 232 respondents, 204 (87.9%) owned a smartphone, and 191 (82.3%) had access to third generation (3G) mobile carriers. The most popular devices were the iPhone and Android. Most of the respondents had intermediate smartphone skills and used smartphones for a number of learning activities. Only 75/232 (32.3%) had specific educational applications installed, while 148/232 (63.7%) used smartphones to access to social media and found it valuable for their education (P<.05). Students accessing social media with their smartphones also showed significantly more advanced skills with smartphones than those who did not (P<.05). There was no significant association between age group, gender, origin, and smartphone skills. There was positive correlation between smartphone skills and students' attitudes toward improving access to learning material (r=.43, P<.05), helping to learn more independently (r=.44, P<.05), and use of smartphones by teaching staff (r=.45, P<.05). Conclusion: The results in this study suggest that students use smartphones and social media for their education even though this technology has not been formally included in the curriculum. This might present an opportunity for educators to design educational methods, activities, and material that are suitable for smartphones and allow students to use this technology, thereby accommodating students� current diverse learning approaches.",Phone-Free Schools A Collaborative Review
61,DOES PARENTAL OVERPROTECTION HAS A POSITIVE EFFECT ON MENTAL HEALTH OUTCOMES?,PARENTAL OVERPROTECTION HAS A POSITIVE EFFECT ON MENTAL HEALTH OUTCOMES,CONTRADICT,rId137,https://doi.org/10.1016/j.cpr.2006.09.002,"McLeod, B. D., Wood, J. J., & Weisz, J. R. (2007).",https://doi.org/10.1016/j.cpr.2006.09.002,Examining the association between parenting and childhood anxiety: A meta-analysis,"Theoretical models emphasize the role of parenting in the development and maintenance of child anxiety, but reviews of the empirical literature have provided mixed support for existing theories. To help clarify the role parenting plays in childhood anxiety, we conducted a meta-analysis of 47 studies testing the association between parenting and child anxiety. Across these studies, parenting accounted for only 4% of the variance in child anxiety. Moderator tests indicated that methodological factors (i.e., how child anxiety and parenting were conceptualized and assessed) may be a source of inconsistent findings within the literature. In addition, our analyses revealed that parental control was more strongly associated with child anxiety than was parental rejection. Specific subdimensions within parental rejection and control differed in their association with child anxiety (e.g., autonomy-granting accounted for 18% of the variance, but warmth <1%), indicating that efforts to disaggregate parenting dimensions may inform theory development and future research. Overall, however, the modest association between parenting and child anxiety suggests that understanding the origins of children's anxiety will require identifying factors other than parenting that account for the bulk of the variance.",Free Play and Mental Health Collaborative Review
96,"DOES SOCIAL MEDIA AMPLIFY POSTS THAT ARE MORE EMOTIONAL, INFLAMMATORY, OR FALSE?","SOCIAL MEDIA AMPLIFIES POSTS THAT ARE MORE EMOTIONAL, INFLAMMATORY, OR FALSE",INCONCLUSIVE,rId180,https://doi.org/10.1177/1745691620917336,"Brady, Crockett, & Van Bavel (2020).",https://doi.org/10.1177/1745691620917336,,"With more than 3 billion users, online social networks represent an important venue for moral and political discourse and have been used to organize political revolutions, influence elections, and raise awareness of social issues. These examples rely on a common process to be effective: the ability to engage users and spread moralized content through online networks. Here, we review evidence that expressions of moral emotion play an important role in the spread of moralized content (a phenomenon we call moral contagion). Next, we propose a psychological model called the motivation, attention, and design (MAD) model to explain moral contagion. The MAD model posits that people have group-identity-based motivations to share moral-emotional content, that such content is especially likely to capture our attention, and that the design of social-media platforms amplifies our natural motivational and cognitive tendencies to spread such content. We review each component of the model (as well as interactions between components) and raise several novel, testable hypotheses that can spark progress on the scientific investigation of civic engagement and activism, political polarization, propaganda and disinformation, and other moralized behaviors in the digital age.",Social Media and Political Dysfunction
72,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,CONTRADICT,rId214,https://journals.sagepub.com/doi/pdf/10.1177/2050157920902830?casa_token=VflPMNyNiN0AAAAA:3hVzpUYSZ2NR1D83mhfbg8yZkOGARuj04_M9Q6zzsMQoya2oNwgGk5rUOx56S9TotXi4k1Xb7-wh7w,"Sewall, Rosen, & Bear (2020)",https://doi.org/10.1177/2050157920902830,,"Using Apples Screen Time application to obtain reported actual iPhone and social media (SM) use, we examined the accuracy of retrospective estimates of usage, how inaccuracies bias associations between use and psychosocial well-being (depression, loneliness, and life satisfaction), and the degree to which inaccuracies were predicted by levels of well-being. Among a sample of 325 iPhone users, we found that (a) participants misestimated their weekly overall iPhone and SM use by 19.1 and 12.2 hours, respectively; (b) correlations between estimated use and well-being variables were consistently stronger than the correlations between reported actual use and well-being variables; and (c) the degree of inaccuracy in estimated use was associated with levels of participant well-being and amount of use. These findings suggest that retrospective estimates of digital technology use may be systematically biased by factors that are fundamental to the associations under investigation. We propose that retrospective estimates of digital technology use may be capturing the construct of perceived use rather than actual use, and discuss how the antecedents, correlates, and consequences of perceived use may be distinct from those of actual use. Implications of these findings are discussed in view of the ongoing debate surrounding the effects of digital technology use on well-being.",Social Media and Mental Health
47,DOES PLAY POSITIVELY EFFECT MENTAL HEALTH OUTCOMES?,PLAY POSITIVELY EFFECTS MENTAL HEALTH OUTCOMES,ENTAIL,rId113,http://www.aimspress.com/article/10.3934/publichealth.2019.4.461,"Spencer, R. A., Joshi, N., Branje, K., McIsaac, J. L. D., Cawley, J., Rehman, L., ... & Stone, M. (2019). ",https://doi.org/10.3934/publichealth.2019.4.461,Educator perceptions on the benefits and challenges of loose parts play in the outdoor environments of childcare centres,"It is important to consider physical activity and movement in early life to ensure children establish and maintain healthy physical activity patterns. Recent evidence has highlighted the importance of outdoor play and the childcare environment. Active outdoor play, especially free play, supports independence, self-regulation and allows children to explore their world and make decisions. Loose parts or open-ended materials are natural or synthetic resources that can be used in more than one way, allowing children to experiment through play. Incorporating loose parts into play environments creates opportunity for new play experiences. Despite growing evidence supporting loose parts play, the perspectives of childcare providers on the benefits and challenges of this type of play have been overlooked. The purpose of this study was to identify the benefits and challenges of incorporating loose parts play into the outdoor environments of childcare centres, from the perspectives of educators who took part in the Physical Literacy in the Early Years (PLEY) project. PLEY is a larger, mixed methods intervention study with the goal of evaluating a loose parts intervention in early childcare settings. This portion of the project used qualitative description to explore educators perspectives. Data were collected using focus groups (n = 15) with early childhood educators (n = 35 in each group). Thematic analysis was used to identify five themes relating to benefits, and four themes relating to challenges. Benefit themes included: loose parts enable children to take risks; loose parts spark creativity and imagination; loose parts contribute to problem-solving abilities; loose parts cultivate independence and confidence; and loose parts build relationships and leadership. Challenges included: apprehension of loose parts; loose parts as a novelty; sustainability of loose parts; and loose parts present challenges with storage. Overall, we found educators perceived outdoor loose parts play to have multiple social and cognitive benefits for preschool-aged children that are critical for optimal growth and development, and overall health and wellness.",Free Play and Mental Health Collaborative Review
188,IS THERE A MEDIATOR AND MODERATOR IN THE CAUSAL RELATIONSHIP BETWEEN SOCIAL MEDIA USE AND MENTAL HEALTH OUTCOMES?,THERE IS A MEDIATOR AND MODERATOR IN THE CAUSAL RELATIONSHIP BETWEEN SOCIAL MEDIA USE AND MENTAL HEALTH OUTCOMES,ENTAIL,rId380,https://www.tandfonline.com/doi/full/10.1080/15213269.2021.1968440,"Weber, Messingschlager, & Stein (2022",https://doi.org/10.1080/15213269.2021.1968440,,"Social networking sites such as Instagram provide users with numerous social comparison cues, potentially leading to envy and lower self-esteem. We conducted two experiments, examining whether such negative consequences could be mitigated by brief cognitive interventions. In Experiment 1 (N = 391), we reminded users of the unrealistic nature of most Instagram posts in a 2 (intervention: disclaimer vs. control)  2 (Instagram profile: upward vs. downward comparison standard) between-subjects design. Positive and negative affect, envy, self-esteem, and well-being served as dependent variables. Experiment 2 (N = 184) explored whether slightly longer cognitive interventions (cognitive bias vs. growth mindset vs. control) could improve participants experience of upward comparisons, shielding them against envy or the loss of self-esteem. Both experiments included social comparison orientation (SCO) as a potential moderator. Results show that eliciting upward comparisons indeed evoked more envy, with SCO moderating the effect. We further observed indirect effects of the shown Instagram profiles on positive affect, envy, self-esteem, and well-being via participants social comparison experience. Concerning the cognitive interventions, however, we report that neither an authoritative disclaimer, nor educating users about cognitive biases or mindsets significantly reduced the negative consequences of social comparisons.",Social Media and Mental Health
15,IS THERE A POSITIVE ASSOCIATION BETWEEN PORNOGRAPHY USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR?,THERE IS A POSITIVE ASSOCIATION BETWEEN PORNOGRAPHY USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR,CONTRADICT,rId59,https://doi.org/10.1089/cpb.2005.8.473,Ybarra & Mitchell (2005).,https://doi.org/10.1089/cpb.2005.8.473,Exposure to Internet Pornography among Children and Adolescents: A National Survey,"Estimates suggest that up to 90% or more youth between 12 and 18 years have access to the Internet. Concern has been raised that this increased accessibility may lead to a rise in pornography seeking among children and adolescents, with potentially serious ramifications for child and adolescent sexual development. Using data from the Youth Internet Safety Survey, a nationally representative, cross-sectional telephone survey of 1501 children and adolescents (ages 10-17 years), characteristics associated with self-reported pornography seeking behavior, both on the Internet and using traditional methods (e.g., magazines), are identified. Seekers of pornography, both online and offline, are significantly more likely to be male, with only 5% of self-identified seekers being female. The vast majority (87%) of youth who report looking for sexual images online are 14 years of age or older, when it is developmentally appropriate to be sexually curious. Children under the age of 14 who have intentionally looked at pornography are more likely to report traditional exposures, such as magazines or movies. Concerns about a large group of young children exposing themselves to pornography on the Internet may be overstated. Those who report intentional exposure to pornography, irrespective of source, are significantly more likely to cross-sectionally report delinquent behavior and substance use in the previous year. Further, online seekers versus offline seekers are more likely to report clinical features associated with depression and lower levels of emotional bonding with their caregiver. Results of the current investigation raise important questions for further inquiry. Findings from these cross-sectional data provide justification for longitudinal studies aimed at parsing out temporal sequencing of psychosocial experiences.",Porn Use and Adolescent Health A Collaborative Review
33,DO ENVIRONMENTAL TOXINS NEGATIVELY EFFECT ADOLESCENT MENTAL HEALTH?,ENVIRONMENTAL TOXINS NEGATIVELY EFFECT ADOLESCENT MENTAL HEALTH,ENTAIL,rId146,https://doi.org/10.1007/s11356-021-15402-3,"Bicca, Spiazzi, Ramalho, Soares, & Cibin (2021).",https://doi.org/10.1007/s11356-021-15402-3,A subchronic low-dose exposure of a glyphosate-based herbicide induces depressive and anxious-like behavior in mice: quercetin therapeutic approach,"In this study, we investigated the possible role of pesticide exposure in contributing to neurological diseases such as depression. Here, we evaluated whether a subchronic low dose of a glyphosate-based herbicide (GBH) could induce alterations in the central nervous system, using the flavonoid quercetin as a therapeutic strategy. Forty mice were divided into four treatment groups: control, GBH, quercetin, and GBH+Quer groups and received 50 mg/kg of GBH solution, 30 mg/kg of quercetin, and/or vehicles for 30 days via gavage. After performing behavioral tests, such as the open field (OF), elevated plus maze (EPM), forced swim test (FST), and sucrose preference test (SPT), the mice were euthanized and their hippocampal tissues were collected to measure the levels of oxidative stress markers such as reactive species (RS), total antioxidant capacity (FRAP), reduced glutathione (GSH), and acetylcholinesterase activity (AChE), as well as for histological evaluation. The GBH group showed anxious and depressive-like behavior in the EPM and FST tests, as well as increased levels of RS and decreased GSH levels in the hippocampus. Quercetin treatment in the GBH+Quer group allowed partial or total improvement in behavioral tests (EPM and FST) and in the levels of oxidative stress markers (RS and GSH). However, the quercetin group showed similar behavior to the GBH group after treatment. The results revealed that oral exposure to a subchronic low dose of GBH was capable of promoting effects on behavior and oxidative stress in the hippocampus of mice. In addition, despite quercetin having a neuroprotective role, caution is needed when considering the possible per se effects of its continuous supplementation.",Alternative Hypotheses to the Adolescent Mental Illness Crisis A Collaborative Review
154,ARE THERE MEDIATORS AND MODERATORS IN THE ASSOCIATION BETWEEN SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2?,THERE ARE MEDIATORS AND MODERATORS IN THE ASSOCIATION BETWEEN SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2,ENTAIL,rId324,https://www.tandfonline.com/doi/full/10.1080/15213269.2020.1824120,"Choi, & Kim (2021)",https://doi.org/10.1080/15213269.2020.1824120,,"Two studies examined which theoretical approachsocial comparison and emotional contagionis more appropriate to explain the mechanism underlying the association between Instagram browsing and subjective well-being. We assessed both between-person and within-person associations using a quasi-experiment (Study 1) and a 7-day diary study (Study 2). Results suggest that the mechanisms behind affect and life satisfaction differ. In terms of affect, the emotional contagion perspective was supported. Participants tended to report more positive affect and less negative affect when browsing more positive posts, irrespective of social comparison directionality. By contrast, life satisfaction was associated with both mechanisms. This study indicates that the emotional contagion and social comparison mechanisms may cancel out each others effect on how people evaluate their own lives. Theoretical and methodological implications are discussed.",Social Media and Mental Health
4,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId93,https://journals.sagepub.com/doi/abs/10.1177/2167702619898179?journalCode=cpxa,"Twenge, Joiner, Rogers, & Martin (2020).",https://doi.org/10.1177/2167702619898179,,"We have documented increases since 2012 in depressive symptoms, suicide-related outcomes, and suicide and identified associations between digital-media use and depressive symptoms and suicide-related outcomes across two data sets: Monitoring the Future (MtF) and the Youth Risk Behavior Surveillance System (YRBSS). Ophir, Lipshits-Braziler, and Rosenbergs criticisms of the MtF data (this issue; pp. 374378) are addressed by the YRBSS data, which included a measure of digital-media use in hours. Ophir et al. assumed that the displacement of nonscreen activities by screen activities occurs only at the individual level, whereas in fact, time displacement at the group or cohort level may be more important. Some discrepancies in the literature can be traced to the use of percentage variance explained; in fact, heavy (vs. light) digital-media users are considerably more likely (often twice as likely) to be depressed or low in well-being across several large data sets.",Social Media and Mental Health
64,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId199,https://doi.org/10.1177/14034948231161382,"Birgisson, Hysing, Eriksen, Johannsson, & Gestsdottir (2023).",https://doi.org/10.1177/14034948231161382,,"Aims: In a relatively short time, online communication has become an important part of adolescents lives, and concerns have been raised about its potential effects on mental health. The first aim was to compare mental health status and online communication in 15-year-old Icelanders born in 1988 and in 1994. The second aim was to assess whether the relationship between online communication and mental health has changed among 15-year-old Icelanders from 2003 to 2015 across genders. Methods: Analysis used data from self-reports from 2003 ( N=385, 51% males) and 2015 ( N=302, 42% males). Mental health was assessed with subscales of Symptom Checklist 90 and online communications with self-reports. To evaluate the difference in anxiety and depression, a factorial analysis of variance was conducted between gender and years. Multigroup structural equation modelling was used to assess the change in the relationship between years. Results: Symptoms of anxiety and depression remained unchanged for males. Symptoms of depression increased for females, while anxiety was stable between 2003 and 2015. In 2003, there was no relationship between online communication and mental health. However, in 2015, an association was found for females. Conclusions: Depression is getting worse for adolescent females, and an association between time spent online communicating and mental health emerged for them in 2015, which did not exist in 2003. These findings add to the possibility that online communication is harmful for mental health, but more detailed studies are still needed.",Social Media and Mental Health
23,"IS THERE A RISE IN RECENT YEARS IN TEEN DEPRESSION, ANXIETY, AND SUICIDAL IDEATION?","THERE IS A RISE IN RECENT YEARS IN TEEN DEPRESSION, ANXIETY, AND SUICIDAL IDEATION",ENTAIL,rId110,https://doi.org/10.1186/s12888-021-03235-w,"Cybulski, Ashcroft, Carr, Garg, Chew-Graham, Kapur, & Webb (2021).",https://doi.org/10.1186/s12888-021-03235-w,"Temporal trends in annual incidence rates for psychiatric disorders and self-harm among children and adolescents in the UK, 20032018","AbstractBackgroundThere has been growing concern in the UK over recent years that a perceived mental health crisis is affecting children and adolescents, although published epidemiological evidence is limited.MethodsTwo population-based UK primary care cohorts were delineated in the Aurum and GOLD datasets of the Clinical Practice Research Datalink (CPRD). We included data from 9,133,246 individuals aged 120 who contributed 117,682,651 person-years of observation time. Sex- and age-stratified annual incidence rates were estimated for attention-deficit/hyperactivity disorder (ADHD) and autism spectrum disorder (ASD) (age groups: 15, 69, 1012, 1316, 1719), depression, anxiety disorders (69, 1012, 1316, 1719), eating disorders and self-harm (1012, 1316, 1719) during 20032018. We fitted negative binomial regressions to estimate incidence rate ratios (IRRs) to examine change in incidence between the first (2003) and final year (2018) year of observation and to examine sex-specific incidence.ResultsThe results indicated that the overall incidence has increased substantially in both boys and girls in between 2003 and 2018 for anxiety disorders (IRR 3.51 95% CI 3.183.89), depression (2.37; 2.032.77), ASD (2.36; 1.723.26), ADHD (2.3; 1.733.25), and self-harm (2.25; 1.822.79). The incidence for eating disorders also increased (IRR 1.3 95% CI 1.061.61), but less sharply. The incidence of anxiety disorders, depression, self-harm and eating disorders was in absolute terms higher in girls, whereas the opposite was true for the incidence of ADHD and ASD, which were higher among boys. The largest relative increases in incidence were observed for neurodevelopmental disorders, particularly among girls diagnosed with ADHD or ASD. However, in absolute terms, the incidence was much higher for depression and anxiety disorders.ConclusionThe number of young people seeking help for psychological distress appears to have increased in recent years. Changes to diagnostic criteria, reduced stigma, and increased awareness may partly explain our results, but we cannot rule out true increases in incidence occurring in the population. Whatever the explanation, the marked rise in demand for healthcare services means that it may be more challenging for affected young people to promptly access the care and support that they need.",Adolescent mood disorders since 2010
127,DOES SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2?,SOCIAL MEDIA USE AT TIME T1 EFFECTS MENTAL HEALTH OUTCOMES AT TIME T2,ENTAIL,rId289,https://doi.org/10.1016/j.adolescence.2020.02.002,"Twigg, Duncan, & Weich (2020).",https://doi.org/10.1016/j.adolescence.2020.02.002,,"There are concerns about young people's increasing use of social media and the effects this has on overall life satisfaction. Establishing the significance of social media use requires researchers to take simultaneous account of other factors that might be influential and it is essential to adopt a longitudinal perspective to investigate temporal patterns.Measures of happiness for children aged 10-15 from 7 waves of the UK Household Longitudinal Study were examined (n = 7596). Multilevel models were used to assess the relative association between these measures, children's social media use and individual, household and community characteristics.High use of social media was found to be significantly associated with change in happiness scores but was not associated with worsening life satisfaction trajectories. The most consistent factor was gender, with girls experiencing the largest decline in happiness between two time points (0.18 points) and being more likely to have a worsening trajectory over time (OR 1.77, 95% CI 1.36-2.32). Parental mental health, household support and household income were also important.Moderate use of social media does not play an important role in shaping children's life satisfaction. Higher levels of use is associated with lower levels of happiness, especially for girls but more research is needed to understand how this technology is being used. As well as focusing on high levels of social media use, policy makers should also concentrate on particular demographic groupings and factors affecting the social fabric of the households in which children grow up.",Social Media and Mental Health
37,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId153,https://doi.org/10.1016/j.chb.2022.107230,"Cebollero-Salinas, Orejudo, Cano-Escoriaza, & iguez-Berrozpe (2022). ",https://doi.org/10.1016/j.chb.2022.107230,,"Research on cyberbullying has focused on personal and contextual factors. However, little is known about its relationship with habitual behaviours associated with easy access to the Internet, such as cybergossip and problematic Internet use, as well as the role that gender and age play in relation with these variables. Knowledge about these subjects could contribute to the elaboration of new preventive and educational approaches. This study therefore aims to analyse the influence that cybergossip and problematic Internet use have on cyberaggression and cybervictimisation, considering differences in age, gender, and the age at which the first smartphone was owned. 1013 adolescents between 12 and 18 years old (M = 14.0, SD = 1.42) (56.4% girls) from thirteen Spanish educational centres participated. The results, obtained through structural equation modelling, show that there is a high association between the four constructs, and explain a high variability of cyberaggression and cybervictimisation. It is relevant that cybergossip has a greater influence on the cyberaggression of girls, on subjects who are 1214 years old, and on victims aged 1518, while problematic Internet use has a greater influence on the cybervictimisation of boys and subjects who are 1214 years old. Furthermore, the fact of having had a smartphone before the age of 11 leads to a higher level of cyberaggression, explained by cybergossip and problematic Internet use. These results allow us to establish new channels of intervention.  Cyberbullying is associated with problematic Internet use (PIU) and cybergossip.  Cybergossip explains significantly cyberaggression of girls and 1214 subjects.  Cybervictimization from age 15 on is explained to a greater extent by cybergossip.  PIU has a greater influence on the cybervictimisation of boys and 1214 subjects.  For cyberaggression, it is relevant to have had a smartphone before the age of 11.",Social Media and Mental Health
44,DOES SOCIAL MEDIA CREATE ECHO CHAMBERS?,SOCIAL MEDIA CREATES ECHO CHAMBERS,CONTRADICT,rId94,https://journals.sagepub.com/doi/full/10.1177/14614448211027393,"Fletcher, Kalogeropolous, & Nielson (2021).",https://doi.org/10.1177/14614448211027393,,"There is still much to learn about how the rise of new, distributed, forms of news access through search engines, social media and aggregators are shaping peoples news use. We analyse passive web tracking data from the United Kingdom to make a comparison between direct access (primarily determined by self-selection) and distributed access (determined by a combination of self-selection and algorithmic selection). We find that (1) people who use search engines, social media and aggregators for news have more diverse news repertoires. However, (2) social media, search engine and aggregator news use is also associated with repertoires where more partisan outlets feature more prominently. The findings add to the growing evidence challenging the existence of filter bubbles, and highlight alternative ways of characterizing peoples online news use.",Social Media and Political Dysfunction
19,IS THERE AN ASSOCIATION BETWEEN VIDEO GAME USE AND BENEFITS TO MENTAL HEALTH?,THERE IS AN ASSOCIATION BETWEEN VIDEO GAME USE AND BENEFITS TO MENTAL HEALTH,ENTAIL,rId83,https://doi.org/10.1017/S0033291721000258,"Kandola, Owen, Dunstan, & Hallgren (2021).",https://doi.org/10.1017/S0033291721000258,Prospective relationships of adolescents screen-based sedentary behaviour with depressive symptoms: the Millennium Cohort Study,"Abstract Background Frequent use of screen-based devices could be a modifiable risk factor for adolescent depression, but findings have been inconsistent and mostly from cross-sectional studies. We examined prospective associations of video gaming, social media, and internet use with depressive symptoms in adolescents. Methods A total of 11 341 adolescents from the Millennium Cohort Study, a representative, UK population-based. The main outcome was depressive symptoms from a Moods and Feelings Questionnaire (age 14). Exposures were frequency of video game, social media, and internet use (age 11). Physical activity (effect modifier) was measured by self-report. Results The fully adjusted models indicated that boys playing video games most days, at least once a week, and at least once a month at age 11 had lower depression scores at age 14 by 24.2% (IRR = 0.77, 95% CI 0.660.91), 25.1% (IRR = 0.75, 95% CI 0.620.90), and 31.2% (IRR = 0.69, 95% CI 0.570.83), compared with playing less than once a month/never. In girls, compared with less than once a month/never, using social media most days at age 11 was associated with 13% higher depression scores at age 14 (IRR = 1.13, 95% CI 1.051.22). We found some evidence of associations between using the internet most days and depressive symptoms compared with less than once a month/never in boys (IRR = 0.86, 95% CI 0.751.00). More frequent video game use was consistently associated with fewer depressive symptoms in boys with low physical activity, but not in those with high physical activity. Conclusions Different types of screen-time may have contrasting associations with depressive symptoms during adolescence. Initiatives to address adolescents screen-time may require targeted approaches.",Video Game Use and Adolescent Health A Collaborative Review
33,"DOES PORNOGRAPHY USE AT TIME T1 HAS POSITIVE MENTAL HEALTH OUTCOMES, INCLUDING AGGRESSION AND RISKY BEHAVIOR, AT TIME T2?","PORNOGRAPHY USE AT TIME T1 HAS POSITIVE MENTAL HEALTH OUTCOMES, INCLUDING AGGRESSION AND RISKY BEHAVIOR, AT TIME T2",INCONCLUSIVE,rId79,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6088458/,"Dalby, Kohut, & tulhofer (2018)",https://doi.org/10.1371%2Fjournal.pone.0202048,Is pornography use a risk for adolescent well-being? An examination of temporal relationships in two independent panel samples,"Cross-sectional evidence suggests that pornography use is related to lower mental well-being among adolescents but it remains unclear if changes in well-being are related to the dynamics of pornography use within this population. We examined the relationship between pornography use, subjective well-being, symptoms of depressions and anxiety, and self-esteem in two independent panel samples (N = 455; N = 858) of Croatian adolescents using cross-lagged path analysis and lagged linear mixed models. After controlling for impulsiveness and family environmentfactors that are unlikely to be influenced by pornography useearlier levels of pornography use were not significantly associated with subsequent decreases in subjective well-being across gender and panel. However, pornography use was associated with increases in both self-esteem and symptoms of depression and anxiety, albeit only among adolescent women in one of the two panels. In addition, low subjective well-being was associated with a subsequent increase in pornography use, but only in female adolescents in one panel. This studys results are not consistent with concerns about pornography use negatively contributing to male adolescents psychological well-being, but suggest potential antagonistic links between pornography use and specific facets of mental well-being in adolescent women. Such links should be considered tentative until verified with further research.",Porn Use and Adolescent Health A Collaborative Review
